index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
0c440720c3509ed6e710fd6aa547c01a,2026-06-02T08:31:47Z,'Wassermangel',www.stern.de,de,0.9,Wetterbilanz: Welche Folgen die Rekord-Trockenheit für Bayern hat,Seit 1881 war in Bayern kein Frühjahr so trocken wie das gerade zu Ende gegangene. Vielerorts konnten sich die Menschen über Badewetter freuen. Doch der Wassermangel führt jetzt schon zu Problemen.,https://www.stern.de/gesellschaft/regional/bayern/wetterbilanz--welche-folgen-die-rekord-trockenheit-fuer-bayern-hat-37479512.html,https://image.stern.de/37479568/t/Vl/v1/w1440/r1.7778/-/02--2nwcowyat3v5axs2048jpeg---e3ebb296aa226737.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Seit 1881 war in Bayern kein Frühjahr so trocken wie das gerade zu Ende gegangene. Vielerorts konnten sich die Menschen über Badewetter freuen. D… [+5136 chars]",,Wetterbilanz: Welche Folgen die Rekord-Trockenheit für Bayern hat. Seit 1881 war in Bayern kein Frühjahr so trocken wie das gerade zu Ende gegangene. Vielerorts konnten sich die Menschen über Badewetter freuen. Doch der Wassermangel führt jetzt schon zu Problemen.,"Weather balance: What consequences the record drought is having for Bavaria. Since 1881, no spring in Bavaria has been as dry as the one that has just ended. In many places people were able to enjoy swimming weather. But the lack of water is already causing problems.","Tempestas statera: Quae consequentia recordum siccitatis in Bavariam habent. Ab anno 1881, nullus fons in Bavaria ita siccus est ut unum quod modo finivit. Multis locis homines natationibus frui poterant. Sed penuria aquarum iam est causa problems.",2026-06-03 11:31:12+00:00
faee801c9f466e74a9aeb53d317d78ab,2026-06-01T09:32:39Z,'Dürre',www.welt.de,de,0.9,So heiß wird der Sommer – was Experten jetzt schon sagen können,"Der Sommer dürfte heißer werden als im Schnitt, mit mehr Tagen über 30 Grad. Wie stark Hitzewellen, Sturzregen oder Dürre ausfallen, bleibt noch offen. Doch bei einer Sache sind sich die Prognosen bereits einig.",https://www.welt.de/wissenschaft/article6a1d3d89ae59523b137e3ae1/wetter-hitze-sommer-im-anmarsch-was-experten-jetzt-schon-sagen-koennen.html,https://images.welt.de/6a1d3d89ae59523b137e3ae1/88dbd49e652d3d9d99245bdea0b553ed/ci16x9-w1200/dpa-com-260524-935-1363784-jpg,http://web.archive.org/web/20260602024738/https://www.welt.de/wissenschaft/article6a1d3d89ae59523b137e3ae1/wetter-hitze-sommer-im-anmarsch-was-experten-jetzt-schon-sagen-koennen.html,"Der Sommer dürfte heißer werden als im Schnitt, mit mehr Tagen über 30 Grad. Wie stark Hitzewellen, Sturzregen oder Dürre ausfallen, bleibt noch offen. Doch bei einer Sache sind sich die Prognosen be… [+5711 chars]",,"So heiß wird der Sommer – was Experten jetzt schon sagen können. Der Sommer dürfte heißer werden als im Schnitt, mit mehr Tagen über 30 Grad. Wie stark Hitzewellen, Sturzregen oder Dürre ausfallen, bleibt noch offen. Doch bei einer Sache sind sich die Prognosen bereits einig.","This is how hot the summer will be – what experts can already say. Summer is expected to be hotter than average, with more days above 30 degrees. How severe the heat waves, torrential rain or drought will be remains to be seen. But the forecasts already agree on one thing.","Haec aestas quam calida erit - id quod periti iam dicere possunt. Aestas expectatur calidior quam mediocris, cum pluribus diebus supra 30 gradus. Quam graves aestus undae, imbres torrentes vel siccitas restant videndum. Sed praedicta iam conveniunt in uno.",2026-06-05 20:31:09+00:00
5f733f73794c67d88a4444c3e685962c,2026-06-02T10:17:31Z,'Dürre',www.tagesspiegel.de,de,0.9,"Dürren, Starkregen und Hitzewellen: Weltwetterorganisation sieht hohe Wahrscheinlichkeit für El Niño","Weil die Wassertemperatur im Pazifik weiter steigt, rechnen Klimaexperten in den kommenden Wochen mit dem Wetterphänomen El Niño. Und damit mit einem hohen Risiko von Extremwetter.",https://www.tagesspiegel.de/wissen/durren-starkregen-und-hitzewellen-weltwetterorganisation-sieht-hohe-wahrscheinlichkeit-fur-el-nino-15666677.html,https://www.tagesspiegel.de/images/15666896/alternates/BASE_16_9_W1400/1780395148000/switzerland-weather-climate-el-nino.jpeg,,Klimaexperten rechnen in den kommenden Wochen mit dem Wetterphänomen El Niño und deshalb mit einem hohen Risiko von Extremwetter. Durch ungewöhnlich hohe Wassertemperaturen im tropischen Pazifik entw… [+2623 chars],,"Dürren, Starkregen und Hitzewellen: Weltwetterorganisation sieht hohe Wahrscheinlichkeit für El Niño. Weil die Wassertemperatur im Pazifik weiter steigt, rechnen Klimaexperten in den kommenden Wochen mit dem Wetterphänomen El Niño. Und damit mit einem hohen Risiko von Extremwetter.","Droughts, heavy rain and heat waves: the World Weather Organization sees a high probability of El Niño. Because the water temperature in the Pacific continues to rise, climate experts are expecting the El Niño weather phenomenon in the coming weeks. And therefore with a high risk of extreme weather.","Siccitates, pluviae graves et fluctus aestus: Unitas Mundi Tempestatis probabilitatem El Niño videt. Quia aqua temperatura in Pacifico oriri pergit, periti climatis El Niño phaenomenon tempestatum in hebdomadibus venientibus exspectant. Itaque magno cum periculo extremae tempestates.",2026-06-05 20:31:09+00:00
b6b9a8a253652dd20eed89589ed2e013,2026-06-04T06:00:00Z,'Dürre',www.gamestar.de,de,0.9,"Endlich Schluss mit Hardware-Dürre! Das steckt hinter den neuen Grafikkarten, Handhelds und der Nvidia-CPU",Die Hardware-D&uuml;rre ist endlich vorbei! Auf der Computex 2026 gabe es endlich neue Hardware f&uuml;r Spieler &ndash; und ads nicht zu knapp: Nvidia bricht mit dem brandneuen Spark-SoC in neue Gefilde auf&nbsp;und will damit sogar erfahrene Spieler &uuml;b…,"https://www.gamestar.de/videos/endlich-schluss-mit-hardware-duerre-das-steckt-hinter-den-neuen-grafikkarten-handhelds-und-der-nvidia-cpu,140992.html",https://images.cgames.de/images/gamestar/293/videoimage_6421843.jpg,"http://web.archive.org/web/20260604070818/https://www.gamestar.de/videos/endlich-schluss-mit-hardware-duerre-das-steckt-hinter-den-neuen-grafikkarten-handhelds-und-der-nvidia-cpu,140992.html",Die Hardware-Dürre ist endlich vorbei! Auf der Computex 2026 gabe es endlich neue Hardware für Spieler – und ads nicht zu knapp: Nvidia bricht mit dem brandneuen Spark-SoC in neue Gefilde auf und wil… [+1537 chars],,"Endlich Schluss mit Hardware-Dürre! Das steckt hinter den neuen Grafikkarten, Handhelds und der Nvidia-CPU. Die Hardware-D&uuml;rre ist endlich vorbei! Auf der Computex 2026 gabe es endlich neue Hardware f&uuml;r Spieler &ndash; und ads nicht zu knapp: Nvidia bricht mit dem brandneuen Spark-SoC in neue Gefilde auf&nbsp;und will damit sogar erfahrene Spieler &uuml;b…","Finally end the hardware drought! This is behind the new graphics cards, handhelds and the Nvidia CPU. The hardware drought is finally over! At Computex 2026 there would finally be new hardware for gamers - and ads not too short: Nvidia is breaking into new realms with the brand new Spark SoC and wants to even attract experienced gamers...","Denique siccitatis hardware finire! Hoc est post novas chartas graphicas, manubias et Nvidia CPU. Ferramenta siccitatis tandem super! In Computex 2026 tandem novum ferramentum futurum est pro gamers - et ads non nimis breves: Nvidia in nova regna erumpit cum notis novis Scintillae SoC et vult etiam trahere peritos gamers...",2026-06-05 20:31:09+00:00
5726215f153b7839cfc00161b789cf9c,2026-06-05T06:08:00Z,'Wassermangel',steiermark.orf.at,de,0.9,Akuter Wassermangel auf den steirische Almen,"Die Quellen auf den meisten steirischen Almen führen zu wenig Wasser für die Jahreszeit. Für die Almbauern ist das kritisch, da bereits jetzt Wasser mit Tankwägen für die Kühe auf die Alm gebracht werden muss.",https://steiermark.orf.at/stories/3357154/,https://ibs.orf.at/stm?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2025%2F27%2F41%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F2682112_master_1032041_c95a667b-0182-4147-8d87-d855acab61ee.jpg%3Fs%3Daef43bd23fd536f395a74497d479f3dedcfe8cdb,,"Auf vielen Almen herrscht schon jetzt Anfang Juni Wasserknappheit, weil es in den vergangenen Monaten zu wenig Niederschläge gegeben hat.
Nur 2.000 statt 6.000 Liter
80 bis 100 Liter Wasser trinkt … [+1677 chars]",,"Akuter Wassermangel auf den steirische Almen. Die Quellen auf den meisten steirischen Almen führen zu wenig Wasser für die Jahreszeit. Für die Almbauern ist das kritisch, da bereits jetzt Wasser mit Tankwägen für die Kühe auf die Alm gebracht werden muss.","Acute water shortage on the Styrian mountain pastures. The springs on most Styrian mountain pastures have too little water for the season. This is critical for the alpine farmers, as water already has to be brought to the alpine pastures in tankers for the cows.","Aquae acuta penuria in Styrio monte pascua. In Styrio monte maxime fontes parum habent aquae pro tempore. Hoc criticum est agricolis alpinis, quod aqua iam ad pascua alpina in amphoras vaccas adducenda est.",2026-06-07 14:31:55+00:00
663a7e1996605871141a9a2c8e1d86bc,2026-06-07T13:58:00Z,'Dürre',www.dw.com,de,0.9,Nigeria: Wie religiöse Gräben Landkonflikte während der Dürre verschärfen,"Die Dürre gilt als Ursache für die Gewalt zwischen Bauern und Hirten in Nigeria. Jetzt zeigt eine Studie, dass es vor allem dort zu Zusammenstößen kommt, wo muslimische Hirten auf christliche Gemeinschaften treffen.",https://www.dw.com/de/nigeria-wie-religi%C3%B6se-gr%C3%A4ben-landkonflikte-w%C3%A4hrend-der-d%C3%BCrre-versch%C3%A4rfen/a-77441321,https://static.dw.com/image/75916032_6.jpg,,"In der gesamten Sahelzone, in der traditionell viele Fulani-Hirten leben, haben steigende Temperaturen, Dürre und Wüstenbildung die Weideflächen verringert. Heute treiben die Hirten ihre Tiere zunehm… [+6474 chars]",,"Nigeria: Wie religiöse Gräben Landkonflikte während der Dürre verschärfen. Die Dürre gilt als Ursache für die Gewalt zwischen Bauern und Hirten in Nigeria. Jetzt zeigt eine Studie, dass es vor allem dort zu Zusammenstößen kommt, wo muslimische Hirten auf christliche Gemeinschaften treffen.",Nigeria: How religious divides are exacerbating land conflicts during drought. Drought is believed to be the cause of violence between farmers and herders in Nigeria. Now a study shows that clashes mainly occur where Muslim shepherds meet Christian communities.,Nigeria: Quomodo religiosi dividunt certamina terrestres in siccitate comprobare. Siccitas causa violentiae inter agricolas et pastores in Nigeria esse creditur. Nunc studium demonstrat maxime concursus fieri ubi pastores musulmanos in communitatibus christianis conveniunt.,2026-06-10 06:05:00+00:00
5a0bebd6feb5eba65b3f9ff004f6935d,2026-06-06T13:59:00Z,'Klimawandel Trockenheit',steiermark.orf.at,de,0.8,Ackerbau: Forschung zu Hitzeperioden,"Für die Landwirtschaft werden die Herausforderungen durch den Klimawandel größer. Damit man Hitze, Trockenheit, Starkregen und spontanem Frost erfolgreich begegnen kann, wird in der Steiermark aber vielfach geforscht.",https://steiermark.orf.at/stories/3355978/,https://ibs.orf.at/stm?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2023%2F34%2F64%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F1911893_master_717364_1412754_opener_508796_teleconnections_frame_1920x1080.jpg%3Fs%3Dd073d15082e09f60332276ba2516d1ce155e8039,,Christoph Hödl leitet die Versuchsstation für Pflanzenbau der steirischen landwirtschaftlichen Fachschulen Hatzendorf. Hitzebeständige Sorten und auch geänderte Bodenbearbeitung werden hier in mehrer… [+1742 chars],,"Ackerbau: Forschung zu Hitzeperioden. Für die Landwirtschaft werden die Herausforderungen durch den Klimawandel größer. Damit man Hitze, Trockenheit, Starkregen und spontanem Frost erfolgreich begegnen kann, wird in der Steiermark aber vielfach geforscht.","Agriculture: Research on heat periods. The challenges posed by climate change are increasing for agriculture. In order to successfully deal with heat, drought, heavy rain and spontaneous frost, a lot of research is being carried out in Styria.","Agraria: Investigatio de periodis caloris. Provocationes quae per mutationem climatis augentur ad agriculturam sunt. Ut feliciter agam cum calore, siccitate, pluvia gravi et gelu spontaneo, multum investigationis in Styria exercetur.",2026-06-10 16:24:41+00:00
329bc9440f5f8b25e8a3f6a36899e536,2026-06-07T13:45:46Z,'Klimawandel Trockenheit',www.sueddeutsche.de,de,0.8,Bäume für den Klimawandel: In der Kinderstube des Zukunftswaldes,"Bayerns Wälder leiden unter der Klimakrise, die heimischen Fichten gehen ein. Deswegen züchten Wissenschaftler und Forstleute Bäume aus anderen Regionen, die Hitze und Trockenheit besser standhalten.",https://www.sueddeutsche.de/bayern/bayern-klimakrise-waelder-samenplantagen-li.3492275,https://www.sueddeutsche.de/2026/06/03/69240759-47c2-40dd-a460-93163dc161f6.jpg?q=60&fm=webp&width=1200&rect=0%2C209%2C4000%2C2250,,"Wenn Muhidin eho zeigen will, welche Baumart in der Klimakrise ein Ersatz für die vielen todgeweihten Fichten in Bayerns Wäldern sein könnte, muss er erst einmal Gras und anderes krautige Pflanzenwer… [+418 chars]",,"Bäume für den Klimawandel: In der Kinderstube des Zukunftswaldes. Bayerns Wälder leiden unter der Klimakrise, die heimischen Fichten gehen ein. Deswegen züchten Wissenschaftler und Forstleute Bäume aus anderen Regionen, die Hitze und Trockenheit besser standhalten.","Trees for climate change: In the nursery of the future forest. Bavaria's forests are suffering from the climate crisis, and the local spruce trees are dying. That's why scientists and foresters are breeding trees from other regions that can withstand heat and drought better.",Arbores ad mutationem climatis: In seminario silvae futurae. Silvae Bavariae discrimine climatis laborant et loci abiegnis moriuntur. Quam ob rem docti et forestarii arbores ex aliis regionibus gignunt quae calorem et siccitatem meliorem sustinere possunt.,2026-06-10 16:24:41+00:00
bc576fbe61ee7b2643626f3a93c0b53e,2026-06-02T09:23:09Z,'Wassermangel',www.sueddeutsche.de,de,0.9,Klimawandel: Rekordtrockenheit in Bayern – Welche Folgen hat das?,Seit mindestens 140 Jahren ist in Bayern von März bis Mai nicht mehr so wenig Niederschlag gefallen wie in diesem Jahr. Der Wassermangel führt schon jetzt zu Problemen und die Landwirte befürchten ein Extremjahr 2026.,https://www.sueddeutsche.de/bayern/bayern-fruehling-wassermangel-trockenheit-li.3492583,https://www.sueddeutsche.de/2026/06/02/44930eee-8dd5-4da9-8dc3-269e5b0ad91a.jpg?q=60&fm=webp&width=1200&rect=0%2C209%2C4000%2C2250,,Schon Anfang Mai hatten Bayerns Landwirte und Gemüseanbauer Regen herbeigesehnt inzwischen hat sich die Lage noch verschärft. Das Jahr 2026 entwickelt sich erneut zu einem Extremjahr für die bayerisc… [+4467 chars],,Klimawandel: Rekordtrockenheit in Bayern – Welche Folgen hat das?. Seit mindestens 140 Jahren ist in Bayern von März bis Mai nicht mehr so wenig Niederschlag gefallen wie in diesem Jahr. Der Wassermangel führt schon jetzt zu Problemen und die Landwirte befürchten ein Extremjahr 2026.,Climate change: Record drought in Bavaria – what are the consequences? For at least 140 years there has not been as little rainfall in Bavaria from March to May as this year. The lack of water is already causing problems and farmers fear an extreme year in 2026.,Mutatio climatis: Record siccitas in Bavaria - quae sunt consequentia? Ad minimum 140 annos in Bavaria a Martio ad Maium tantum anni hoc anno non tam parvae pluviae fuerunt. Defectus aquae iam difficultates moventes agricolae annum 2026 extremum timent.,2026-06-10 16:24:41+00:00
bfafab621feafa92359bc7c85db66a45,2026-06-08T15:20:49Z,'Wasser sparen',www.tagesschau.de,de,0.9,Wie weniger Wasserverbrauch in der Landwirtschaft mehr Ertrag bringen kann,Durch den Klimawandel gibt es mehr Trockenperioden mit Wassermangel. Dies ist auch für die Landwirtschaft ein Problem. Doch durch sparsame Bewässerungstechniken lässt sich Wasser sparen - und der Ertrag steigern. Von S. Henn.,https://www.tagesschau.de/wissen/klima/bewaesserung-landwirtschaft-102.html,https://images.tagesschau.de/image/59c32b74-5848-4bdf-a6e0-572a0d8e4dfe/AAABnqeFCpU/AAABnSSvrFg/16x9-big/wasser-feld-100.jpg?width=1280,http://web.archive.org/web/20260609052355/https://www.tagesschau.de/wissen/klima/bewaesserung-landwirtschaft-102.html,"Stand: 08.06.2026 17:20 Uhr
Durch den Klimawandel gibt es mehr Trockenperioden mit Wassermangel. Dies ist auch für die Landwirtschaft ein Problem. Doch durch sparsame Bewässerungstechniken lässt sic… [+4808 chars]",,Wie weniger Wasserverbrauch in der Landwirtschaft mehr Ertrag bringen kann. Durch den Klimawandel gibt es mehr Trockenperioden mit Wassermangel. Dies ist auch für die Landwirtschaft ein Problem. Doch durch sparsame Bewässerungstechniken lässt sich Wasser sparen - und der Ertrag steigern. Von S. Henn.,"How less water consumption in agriculture can bring more yield. Climate change is causing more dry periods with water shortages. This is also a problem for agriculture. But through economical irrigation techniques, water can be saved - and yields increased. By S. Henn.","Quo minus aquae consumptio in agricultura plus cedat. Mutatio climatis causat periodos magis siccas cum aquarum inopias. Haec quoque quaestio agriculturae est. Sed per technicas oeconomicas irrigationes, aqua salvari potest - et cedit augeri. Apud S. Henn.",2026-06-10 21:11:37+00:00
